a,b,label,score
20__M_Left_ring_1.BMP,20__M_Left_ring_3.BMP,genuine,100.0
20__M_Left_ring_2.BMP,20__M_Left_ring_3.BMP,genuine,100.0
20__M_Left_thumb_1.BMP,20__M_Left_thumb_2.BMP,genuine,0.0
20__M_Left_thumb_1.BMP,20__M_Left_thumb_3.BMP,genuine,63.64
20__M_Left_thumb_2.BMP,20__M_Left_thumb_3.BMP,genuine,11.11
20__M_Right_index_1.BMP,20__M_Right_index_2.BMP,genuine,45.45
20__M_Right_index_1.BMP,20__M_Right_index_3.BMP,genuine,15.38
20__M_Right_index_2.BMP,20__M_Right_index_3.BMP,genuine,16.67
20__M_Right_little_1.BMP,20__M_Right_little_2.BMP,genuine,18.18
20__M_Right_little_1.BMP,20__M_Right_little_3.BMP,genuine,20.0
20__M_Right_little_2.BMP,20__M_Right_little_3.BMP,genuine,23.08
20__M_Right_middle_1.BMP,20__M_Right_middle_2.BMP,genuine,21.05
20__M_Right_middle_1.BMP,20__M_Right_middle_3.BMP,genuine,93.33
20__M_Right_middle_2.BMP,20__M_Right_middle_3.BMP,genuine,16.67
20__M_Right_ring_1.BMP,20__M_Right_ring_2.BMP,genuine,55.0
20__M_Right_ring_1.BMP,20__M_Right_ring_3.BMP,genuine,89.47
20__M_Right_ring_2.BMP,20__M_Right_ring_3.BMP,genuine,85.71
20__M_Right_thumb_1.BMP,20__M_Right_thumb_2.BMP,genuine,0.0
20__M_Right_thumb_1.BMP,20__M_Right_thumb_3.BMP,genuine,0.0
20__M_Right_thumb_2.BMP,20__M_Right_thumb_3.BMP,genuine,62.5
21__M_Left_index_1.BMP,21__M_Left_index_2.BMP,genuine,100.0
21__M_Left_index_1.BMP,21__M_Left_index_3.BMP,genuine,0.0
21__M_Left_index_2.BMP,21__M_Left_index_3.BMP,genuine,0.0
21__M_Left_little_1.BMP,21__M_Left_little_2.BMP,genuine,70.83
21__M_Left_little_1.BMP,21__M_Left_little_3.BMP,genuine,100.0
21__M_Left_little_2.BMP,21__M_Left_little_3.BMP,genuine,70.83
21__M_Left_middle_1.BMP,21__M_Left_middle_2.BMP,genuine,100.0
21__M_Left_middle_1.BMP,21__M_Left_middle_3.BMP,genuine,0.0
21__M_Left_middle_2.BMP,21__M_Left_middle_3.BMP,genuine,0.0
21__M_Left_ring_1.BMP,21__M_Left_ring_2.BMP,genuine,82.61
21__M_Left_ring_1.BMP,21__M_Left_ring_3.BMP,genuine,90.91
21__M_Left_ring_2.BMP,21__M_Left_ring_3.BMP,genuine,78.26
21__M_Left_thumb_1.BMP,21__M_Left_thumb_2.BMP,genuine,100.0
21__M_Left_thumb_1.BMP,21__M_Left_thumb_3.BMP,genuine,0.0
21__M_Left_thumb_2.BMP,21__M_Left_thumb_3.BMP,genuine,0.0
21__M_Right_index_1.BMP,21__M_Right_index_2.BMP,genuine,100.0
21__M_Right_index_1.BMP,21__M_Right_index_3.BMP,genuine,28.57
21__M_Right_index_2.BMP,21__M_Right_index_3.BMP,genuine,28.57
21__M_Right_little_1.BMP,21__M_Right_little_2.BMP,genuine,8.57
21__M_Right_little_1.BMP,21__M_Right_little_3.BMP,genuine,50.0
21__M_Right_little_2.BMP,21__M_Right_little_3.BMP,genuine,10.26
21__M_Right_middle_1.BMP,21__M_Right_middle_2.BMP,genuine,16.67
21__M_Right_middle_1.BMP,21__M_Right_middle_3.BMP,genuine,16.67
21__M_Right_middle_2.BMP,21__M_Right_middle_3.BMP,genuine,80.0
21__M_Right_ring_1.BMP,21__M_Right_ring_2.BMP,genuine,34.0
21__M_Right_ring_1.BMP,21__M_Right_ring_3.BMP,genuine,92.0
21__M_Right_ring_2.BMP,21__M_Right_ring_3.BMP,genuine,18.0
21__M_Right_thumb_1.BMP,21__M_Right_thumb_2.BMP,genuine,100.0
21__M_Right_thumb_1.BMP,21__M_Right_thumb_3.BMP,genuine,36.84
21__M_Right_thumb_2.BMP,21__M_Right_thumb_3.BMP,genuine,36.84
22__M_Left_index_1.BMP,22__M_Left_index_2.BMP,genuine,0.0
22__M_Left_index_1.BMP,22__M_Left_index_3.BMP,genuine,0.0
22__M_Left_index_2.BMP,22__M_Left_index_3.BMP,genuine,25.0
22__M_Left_little_1.BMP,22__M_Left_little_2.BMP,genuine,70.59
22__M_Left_little_1.BMP,22__M_Left_little_3.BMP,genuine,31.58
22__M_Left_little_2.BMP,22__M_Left_little_3.BMP,genuine,38.89
22__M_Left_middle_1.BMP,22__M_Left_middle_2.BMP,genuine,25.0
22__M_Left_middle_1.BMP,22__M_Left_middle_3.BMP,genuine,58.82
22__M_Left_middle_2.BMP,22__M_Left_middle_3.BMP,genuine,28.57
22__M_Left_ring_1.BMP,22__M_Left_ring_2.BMP,genuine,36.36
22__M_Left_ring_1.BMP,22__M_Left_ring_3.BMP,genuine,45.0
22__M_Left_ring_2.BMP,22__M_Left_ring_3.BMP,genuine,33.33
22__M_Left_thumb_1.BMP,22__M_Left_thumb_2.BMP,genuine,13.04
22__M_Left_thumb_1.BMP,22__M_Left_thumb_3.BMP,genuine,63.16
22__M_Left_thumb_2.BMP,22__M_Left_thumb_3.BMP,genuine,16.67
22__M_Right_index_1.BMP,22__M_Right_index_2.BMP,genuine,96.67
22__M_Right_index_1.BMP,22__M_Right_index_3.BMP,genuine,96.77
22__M_Right_index_2.BMP,22__M_Right_index_3.BMP,genuine,93.55
22__M_Right_little_1.BMP,22__M_Right_little_2.BMP,genuine,20.0
22__M_Right_little_1.BMP,22__M_Right_little_3.BMP,genuine,100.0
22__M_Right_little_2.BMP,22__M_Right_little_3.BMP,genuine,16.67
22__M_Right_middle_1.BMP,22__M_Right_middle_2.BMP,genuine,13.33
22__M_Right_middle_1.BMP,22__M_Right_middle_3.BMP,genuine,81.4
22__M_Right_middle_2.BMP,22__M_Right_middle_3.BMP,genuine,56.25
22__M_Right_ring_1.BMP,22__M_Right_ring_2.BMP,genuine,11.24
22__M_Right_ring_1.BMP,22__M_Right_ring_3.BMP,genuine,48.65
22__M_Right_ring_2.BMP,22__M_Right_ring_3.BMP,genuine,9.41
22__M_Right_thumb_1.BMP,22__M_Right_thumb_2.BMP,genuine,25.0
22__M_Right_thumb_1.BMP,22__M_Right_thumb_3.BMP,genuine,55.0
22__M_Right_thumb_2.BMP,22__M_Right_thumb_3.BMP,genuine,32.14
23__M_Left_index_1.BMP,23__M_Left_index_2.BMP,genuine,65.12
23__M_Left_index_1.BMP,23__M_Left_index_3.BMP,genuine,90.0
23__M_Left_index_2.BMP,23__M_Left_index_3.BMP,genuine,67.44
23__M_Left_little_1.BMP,23__M_Left_little_2.BMP,genuine,62.0
23__M_Left_little_1.BMP,23__M_Left_little_3.BMP,genuine,88.0
23__M_Left_little_2.BMP,23__M_Left_little_3.BMP,genuine,72.0
23__M_Left_middle_1.BMP,23__M_Left_middle_2.BMP,genuine,16.0
23__M_Left_middle_1.BMP,23__M_Left_middle_3.BMP,genuine,70.0
23__M_Left_middle_2.BMP,23__M_Left_middle_3.BMP,genuine,14.0
23__M_Left_ring_1.BMP,23__M_Left_ring_2.BMP,genuine,16.0
23__M_Left_ring_1.BMP,23__M_Left_ring_3.BMP,genuine,24.0
23__M_Left_ring_2.BMP,23__M_Left_ring_3.BMP,genuine,16.0
23__M_Left_thumb_1.BMP,23__M_Left_thumb_2.BMP,genuine,24.0
23__M_Left_thumb_1.BMP,23__M_Left_thumb_3.BMP,genuine,28.0
23__M_Left_thumb_2.BMP,23__M_Left_thumb_3.BMP,genuine,80.0
23__M_Right_index_1.BMP,23__M_Right_index_2.BMP,genuine,70.0
23__M_Right_index_1.BMP,23__M_Right_index_3.BMP,genuine,90.0
23__M_Right_index_2.BMP,23__M_Right_index_3.BMP,genuine,76.0
23__M_Right_little_1.BMP,23__M_Right_little_2.BMP,genuine,14.0
23__M_Right_little_1.BMP,23__M_Right_little_3.BMP,genuine,52.0
23__M_Right_little_2.BMP,23__M_Right_little_3.BMP,genuine,10.0
23__M_Right_middle_1.BMP,23__M_Right_middle_2.BMP,genuine,70.73
23__M_Right_middle_1.BMP,23__M_Right_middle_3.BMP,genuine,93.02
23__M_Right_middle_2.BMP,23__M_Right_middle_3.BMP,genuine,50.0
23__M_Right_ring_1.BMP,23__M_Right_ring_2.BMP,genuine,78.0
23__M_Right_ring_1.BMP,23__M_Right_ring_3.BMP,genuine,50.0
23__M_Right_ring_2.BMP,23__M_Right_ring_3.BMP,genuine,40.0
23__M_Right_thumb_1.BMP,23__M_Right_thumb_2.BMP,genuine,92.0
23__M_Right_thumb_1.BMP,23__M_Right_thumb_3.BMP,genuine,90.0
23__M_Right_thumb_2.BMP,23__M_Right_thumb_3.BMP,genuine,84.0
24__F_Left_index_1.BMP,24__F_Left_index_2.BMP,genuine,46.67
24__F_Left_index_1.BMP,24__F_Left_index_3.BMP,genuine,95.24
24__F_Left_index_2.BMP,24__F_Left_index_3.BMP,genuine,59.57
24__F_Left_little_1.BMP,24__F_Left_little_2.BMP,genuine,27.91
24__F_Left_little_1.BMP,24__F_Left_little_3.BMP,genuine,72.22
24__F_Left_little_2.BMP,24__F_Left_little_3.BMP,genuine,18.6
24__F_Left_middle_1.BMP,24__F_Left_middle_2.BMP,genuine,66.67
24__F_Left_middle_1.BMP,24__F_Left_middle_3.BMP,genuine,79.07
24__F_Left_middle_2.BMP,24__F_Left_middle_3.BMP,genuine,57.78
24__F_Left_ring_1.BMP,24__F_Left_ring_2.BMP,genuine,12.5
24__F_Left_ring_1.BMP,24__F_Left_ring_3.BMP,genuine,82.98
24__F_Left_ring_2.BMP,24__F_Left_ring_3.BMP,genuine,12.24
24__F_Left_thumb_1.BMP,24__F_Left_thumb_2.BMP,genuine,20.0
24__F_Left_thumb_1.BMP,24__F_Left_thumb_3.BMP,genuine,11.11
24__F_Left_thumb_2.BMP,24__F_Left_thumb_3.BMP,genuine,23.08
24__F_Right_index_1.BMP,24__F_Right_index_2.BMP,genuine,60.42
24__F_Right_index_1.BMP,24__F_Right_index_3.BMP,genuine,81.25
24__F_Right_index_2.BMP,24__F_Right_index_3.BMP,genuine,53.06
24__F_Right_little_1.BMP,24__F_Right_little_2.BMP,genuine,66.67
24__F_Right_little_1.BMP,24__F_Right_little_3.BMP,genuine,66.67
24__F_Right_little_2.BMP,24__F_Right_little_3.BMP,genuine,27.59
24__F_Right_middle_1.BMP,24__F_Right_middle_2.BMP,genuine,24.0
24__F_Right_middle_1.BMP,24__F_Right_middle_3.BMP,genuine,90.0
24__F_Right_middle_2.BMP,24__F_Right_middle_3.BMP,genuine,28.0
24__F_Right_ring_1.BMP,24__F_Right_ring_2.BMP,genuine,20.0
24__F_Right_ring_1.BMP,24__F_Right_ring_3.BMP,genuine,81.25
24__F_Right_ring_2.BMP,24__F_Right_ring_3.BMP,genuine,17.5
24__F_Right_thumb_1.BMP,24__F_Right_thumb_2.BMP,genuine,30.0
24__F_Right_thumb_1.BMP,24__F_Right_thumb_3.BMP,genuine,34.0
24__F_Right_thumb_2.BMP,24__F_Right_thumb_3.BMP,genuine,68.0
25__F_Left_index_1.BMP,25__F_Left_index_2.BMP,genuine,90.91
25__F_Left_index_1.BMP,25__F_Left_index_3.BMP,genuine,95.65
25__F_Left_index_2.BMP,25__F_Left_index_3.BMP,genuine,86.96
25__F_Left_little_1.BMP,25__F_Left_little_2.BMP,genuine,0.0
25__F_Left_little_1.BMP,25__F_Left_little_3.BMP,genuine,9.09
25__F_Left_little_2.BMP,25__F_Left_little_3.BMP,genuine,35.71
25__F_Left_middle_1.BMP,25__F_Left_middle_2.BMP,genuine,57.14
25__F_Left_middle_1.BMP,25__F_Left_middle_3.BMP,genuine,90.91
25__F_Left_middle_2.BMP,25__F_Left_middle_3.BMP,genuine,90.48
25__F_Left_ring_1.BMP,25__F_Left_ring_2.BMP,genuine,21.43
25__F_Left_ring_1.BMP,25__F_Left_ring_3.BMP,genuine,69.23
25__F_Left_ring_2.BMP,25__F_Left_ring_3.BMP,genuine,46.43
25__F_Left_thumb_1.BMP,25__F_Left_thumb_2.BMP,genuine,53.85
25__F_Left_thumb_1.BMP,25__F_Left_thumb_3.BMP,genuine,100.0
25__F_Left_thumb_2.BMP,25__F_Left_thumb_3.BMP,genuine,46.15
25__F_Right_index_1.BMP,25__F_Right_index_2.BMP,genuine,6.67
25__F_Right_index_1.BMP,25__F_Right_index_3.BMP,genuine,100.0
25__F_Right_index_2.BMP,25__F_Right_index_3.BMP,genuine,6.67
25__F_Right_little_1.BMP,25__F_Right_little_2.BMP,genuine,94.12
25__F_Right_little_1.BMP,25__F_Right_little_3.BMP,genuine,91.43
25__F_Right_little_2.BMP,25__F_Right_little_3.BMP,genuine,91.43
25__F_Right_middle_1.BMP,25__F_Right_middle_2.BMP,genuine,60.61
25__F_Right_middle_1.BMP,25__F_Right_middle_3.BMP,genuine,95.83
25__F_Right_middle_2.BMP,25__F_Right_middle_3.BMP,genuine,37.11
25__F_Right_ring_1.BMP,25__F_Right_ring_2.BMP,genuine,46.0
25__F_Right_ring_1.BMP,25__F_Right_ring_3.BMP,genuine,94.0
25__F_Right_ring_2.BMP,25__F_Right_ring_3.BMP,genuine,42.0
25__F_Right_thumb_1.BMP,25__F_Right_thumb_2.BMP,genuine,86.21
25__F_Right_thumb_1.BMP,25__F_Right_thumb_3.BMP,genuine,86.21
25__F_Right_thumb_2.BMP,25__F_Right_thumb_3.BMP,genuine,96.43
26__M_Left_index_1.BMP,26__M_Left_index_2.BMP,genuine,100.0
26__M_Left_index_1.BMP,26__M_Left_index_3.BMP,genuine,37.5
26__M_Left_index_2.BMP,26__M_Left_index_3.BMP,genuine,37.5
26__M_Left_little_1.BMP,26__M_Left_little_2.BMP,genuine,34.62
26__M_Left_little_1.BMP,26__M_Left_little_3.BMP,genuine,100.0
26__M_Left_little_2.BMP,26__M_Left_little_3.BMP,genuine,34.62
26__M_Left_middle_1.BMP,26__M_Left_middle_2.BMP,genuine,95.24
26__M_Left_middle_1.BMP,26__M_Left_middle_3.BMP,genuine,100.0
26__M_Left_middle_2.BMP,26__M_Left_middle_3.BMP,genuine,95.24
26__M_Left_ring_1.BMP,26__M_Left_ring_2.BMP,genuine,100.0
26__M_Left_ring_1.BMP,26__M_Left_ring_3.BMP,genuine,100.0
26__M_Left_ring_2.BMP,26__M_Left_ring_3.BMP,genuine,100.0
26__M_Left_thumb_1.BMP,26__M_Left_thumb_2.BMP,genuine,14.29
26__M_Left_thumb_1.BMP,26__M_Left_thumb_3.BMP,genuine,30.77
26__M_Left_thumb_2.BMP,26__M_Left_thumb_3.BMP,genuine,33.33
26__M_Right_index_1.BMP,26__M_Right_index_2.BMP,genuine,90.91
26__M_Right_index_1.BMP,26__M_Right_index_3.BMP,genuine,100.0
26__M_Right_index_2.BMP,26__M_Right_index_3.BMP,genuine,87.88
26__M_Right_little_1.BMP,26__M_Right_little_2.BMP,genuine,25.0
26__M_Right_little_1.BMP,26__M_Right_little_3.BMP,genuine,10.0
26__M_Right_little_2.BMP,26__M_Right_little_3.BMP,genuine,28.0
26__M_Right_middle_1.BMP,26__M_Right_middle_2.BMP,genuine,73.08
26__M_Right_middle_1.BMP,26__M_Right_middle_3.BMP,genuine,96.3
26__M_Right_middle_2.BMP,26__M_Right_middle_3.BMP,genuine,74.07
26__M_Right_ring_1.BMP,26__M_Right_ring_2.BMP,genuine,100.0
26__M_Right_ring_1.BMP,26__M_Right_ring_3.BMP,genuine,28.57
26__M_Right_ring_2.BMP,26__M_Right_ring_3.BMP,genuine,28.57
26__M_Right_thumb_1.BMP,26__M_Right_thumb_2.BMP,genuine,22.22
26__M_Right_thumb_1.BMP,26__M_Right_thumb_3.BMP,genuine,11.11
26__M_Right_thumb_2.BMP,26__M_Right_thumb_3.BMP,genuine,100.0
27__M_Left_index_1.BMP,27__M_Left_index_2.BMP,genuine,16.0
27__M_Left_index_1.BMP,27__M_Left_index_3.BMP,genuine,88.0
27__M_Left_index_2.BMP,27__M_Left_index_3.BMP,genuine,18.0
27__M_Left_little_1.BMP,27__M_Left_little_2.BMP,genuine,66.0
27__M_Left_little_1.BMP,27__M_Left_little_3.BMP,genuine,96.0
27__M_Left_little_2.BMP,27__M_Left_little_3.BMP,genuine,64.0
27__M_Left_middle_1.BMP,27__M_Left_middle_2.BMP,genuine,16.0
27__M_Left_middle_1.BMP,27__M_Left_middle_3.BMP,genuine,40.0
27__M_Left_middle_2.BMP,27__M_Left_middle_3.BMP,genuine,24.0
27__M_Left_ring_1.BMP,27__M_Left_ring_2.BMP,genuine,70.0
27__M_Left_ring_1.BMP,27__M_Left_ring_3.BMP,genuine,54.0
27__M_Left_ring_2.BMP,27__M_Left_ring_3.BMP,genuine,18.0
27__M_Left_thumb_1.BMP,27__M_Left_thumb_2.BMP,genuine,38.0
27__M_Left_thumb_1.BMP,27__M_Left_thumb_3.BMP,genuine,82.0
27__M_Left_thumb_2.BMP,27__M_Left_thumb_3.BMP,genuine,80.0
27__M_Right_index_1.BMP,27__M_Right_index_2.BMP,genuine,72.0
27__M_Right_index_1.BMP,27__M_Right_index_3.BMP,genuine,80.0
27__M_Right_index_2.BMP,27__M_Right_index_3.BMP,genuine,44.0
27__M_Right_little_1.BMP,27__M_Right_little_2.BMP,genuine,66.67
27__M_Right_little_1.BMP,27__M_Right_little_3.BMP,genuine,85.71
27__M_Right_little_2.BMP,27__M_Right_little_3.BMP,genuine,59.46
27__M_Right_middle_1.BMP,27__M_Right_middle_2.BMP,genuine,30.0
27__M_Right_middle_1.BMP,27__M_Right_middle_3.BMP,genuine,68.0
27__M_Right_middle_2.BMP,27__M_Right_middle_3.BMP,genuine,64.0
27__M_Right_ring_1.BMP,27__M_Right_ring_2.BMP,genuine,14.0
27__M_Right_ring_1.BMP,27__M_Right_ring_3.BMP,genuine,64.0
27__M_Right_ring_2.BMP,27__M_Right_ring_3.BMP,genuine,12.0
27__M_Right_thumb_1.BMP,27__M_Right_thumb_2.BMP,genuine,40.0
27__M_Right_thumb_1.BMP,27__M_Right_thumb_3.BMP,genuine,88.0
27__M_Right_thumb_2.BMP,27__M_Right_thumb_3.BMP,genuine,60.0
28__M_Left_index_1.BMP,28__M_Left_index_2.BMP,genuine,8.33
28__M_Left_index_1.BMP,28__M_Left_index_3.BMP,genuine,20.0
28__M_Left_index_2.BMP,28__M_Left_index_3.BMP,genuine,21.43
28__M_Left_little_1.BMP,28__M_Left_little_2.BMP,genuine,46.15
28__M_Left_little_1.BMP,28__M_Left_little_3.BMP,genuine,88.1
28__M_Left_little_2.BMP,28__M_Left_little_3.BMP,genuine,43.59
28__M_Left_middle_1.BMP,28__M_Left_middle_2.BMP,genuine,0.0
28__M_Left_middle_1.BMP,28__M_Left_middle_3.BMP,genuine,10.0
28__M_Left_middle_2.BMP,28__M_Left_middle_3.BMP,genuine,13.33
28__M_Left_ring_1.BMP,28__M_Left_ring_2.BMP,genuine,11.11
28__M_Left_ring_1.BMP,28__M_Left_ring_3.BMP,genuine,100.0
28__M_Left_ring_2.BMP,28__M_Left_ring_3.BMP,genuine,11.11
28__M_Left_thumb_1.BMP,28__M_Left_thumb_2.BMP,genuine,100.0
28__M_Left_thumb_1.BMP,28__M_Left_thumb_3.BMP,genuine,12.5
28__M_Left_thumb_2.BMP,28__M_Left_thumb_3.BMP,genuine,12.5
28__M_Right_index_1.BMP,28__M_Right_index_2.BMP,genuine,6.25
28__M_Right_index_1.BMP,28__M_Right_index_3.BMP,genuine,33.33
28__M_Right_index_2.BMP,28__M_Right_index_3.BMP,genuine,5.88
28__M_Right_little_1.BMP,28__M_Right_little_2.BMP,genuine,24.0
28__M_Right_little_1.BMP,28__M_Right_little_3.BMP,genuine,92.31
28__M_Right_little_2.BMP,28__M_Right_little_3.BMP,genuine,24.0
28__M_Right_middle_1.BMP,28__M_Right_middle_2.BMP,genuine,67.86
28__M_Right_middle_1.BMP,28__M_Right_middle_3.BMP,genuine,93.75
28__M_Right_middle_2.BMP,28__M_Right_middle_3.BMP,genuine,26.67
28__M_Right_ring_1.BMP,28__M_Right_ring_2.BMP,genuine,11.54
28__M_Right_ring_1.BMP,28__M_Right_ring_3.BMP,genuine,77.27
28__M_Right_ring_2.BMP,28__M_Right_ring_3.BMP,genuine,10.71
28__M_Right_thumb_1.BMP,28__M_Right_thumb_2.BMP,genuine,100.0
28__M_Right_thumb_1.BMP,28__M_Right_thumb_3.BMP,genuine,100.0
28__M_Right_thumb_2.BMP,28__M_Right_thumb_3.BMP,genuine,100.0
29__F_Left_index_1.BMP,29__F_Left_index_2.BMP,genuine,32.0
29__F_Left_index_1.BMP,29__F_Left_index_3.BMP,genuine,88.0
29__F_Left_index_2.BMP,29__F_Left_index_3.BMP,genuine,20.0
29__F_Left_little_1.BMP,29__F_Left_little_2.BMP,genuine,48.72
29__F_Left_little_1.BMP,29__F_Left_little_3.BMP,genuine,92.5
29__F_Left_little_2.BMP,29__F_Left_little_3.BMP,genuine,58.54
29__F_Left_middle_1.BMP,29__F_Left_middle_2.BMP,genuine,50.0
29__F_Left_middle_1.BMP,29__F_Left_middle_3.BMP,genuine,82.0
29__F_Left_middle_2.BMP,29__F_Left_middle_3.BMP,genuine,48.0
29__F_Left_ring_1.BMP,29__F_Left_ring_2.BMP,genuine,10.0
29__F_Left_ring_1.BMP,29__F_Left_ring_3.BMP,genuine,90.0
29__F_Left_ring_2.BMP,29__F_Left_ring_3.BMP,genuine,12.0
29__F_Left_thumb_1.BMP,29__F_Left_thumb_2.BMP,genuine,17.95
29__F_Left_thumb_1.BMP,29__F_Left_thumb_3.BMP,genuine,100.0
29__F_Left_thumb_2.BMP,29__F_Left_thumb_3.BMP,genuine,20.51
29__F_Right_index_1.BMP,29__F_Right_index_2.BMP,genuine,75.0
29__F_Right_index_1.BMP,29__F_Right_index_3.BMP,genuine,97.3
29__F_Right_index_2.BMP,29__F_Right_index_3.BMP,genuine,73.17
29__F_Right_little_1.BMP,29__F_Right_little_2.BMP,genuine,12.0
29__F_Right_little_1.BMP,29__F_Right_little_3.BMP,genuine,100.0
29__F_Right_little_2.BMP,29__F_Right_little_3.BMP,genuine,12.0
29__F_Right_middle_1.BMP,29__F_Right_middle_2.BMP,genuine,100.0
29__F_Right_middle_1.BMP,29__F_Right_middle_3.BMP,genuine,82.14
29__F_Right_middle_2.BMP,29__F_Right_middle_3.BMP,genuine,82.14
29__F_Right_ring_1.BMP,29__F_Right_ring_2.BMP,genuine,22.73
29__F_Right_ring_1.BMP,29__F_Right_ring_3.BMP,genuine,97.3
29__F_Right_ring_2.BMP,29__F_Right_ring_3.BMP,genuine,11.63
29__F_Right_thumb_1.BMP,29__F_Right_thumb_2.BMP,genuine,29.41
29__F_Right_thumb_1.BMP,29__F_Right_thumb_3.BMP,genuine,35.0
29__F_Right_thumb_2.BMP,29__F_Right_thumb_3.BMP,genuine,15.79
2__F_Left_index_1.BMP,2__F_Left_index_2.BMP,genuine,27.78
2__F_Left_index_1.BMP,2__F_Left_index_3.BMP,genuine,93.33
2__F_Left_index_2.BMP,2__F_Left_index_3.BMP,genuine,26.32
2__F_Left_little_1.BMP,2__F_Left_little_2.BMP,genuine,90.24
2__F_Left_little_1.BMP,2__F_Left_little_3.BMP,genuine,84.09
2__F_Left_little_2.BMP,2__F_Left_little_3.BMP,genuine,84.44
2__F_Left_middle_1.BMP,2__F_Left_middle_2.BMP,genuine,71.79
2__F_Left_middle_1.BMP,2__F_Left_middle_3.BMP,genuine,83.72
2__F_Left_middle_2.BMP,2__F_Left_middle_3.BMP,genuine,67.5
2__F_Left_ring_1.BMP,2__F_Left_ring_2.BMP,genuine,17.39
2__F_Left_ring_1.BMP,2__F_Left_ring_3.BMP,genuine,89.47
2__F_Left_ring_2.BMP,2__F_Left_ring_3.BMP,genuine,16.67
2__F_Left_thumb_1.BMP,2__F_Left_thumb_2.BMP,genuine,16.67
2__F_Left_thumb_1.BMP,2__F_Left_thumb_3.BMP,genuine,100.0
2__F_Left_thumb_2.BMP,2__F_Left_thumb_3.BMP,genuine,16.67
2__F_Right_index_1.BMP,2__F_Right_index_2.BMP,genuine,77.78
2__F_Right_index_1.BMP,2__F_Right_index_3.BMP,genuine,88.89
2__F_Right_index_2.BMP,2__F_Right_index_3.BMP,genuine,88.89
2__F_Right_little_1.BMP,2__F_Right_little_2.BMP,genuine,78.95
2__F_Right_little_1.BMP,2__F_Right_little_3.BMP,genuine,84.21
2__F_Right_little_2.BMP,2__F_Right_little_3.BMP,genuine,80.0
2__F_Right_middle_1.BMP,2__F_Right_middle_2.BMP,genuine,12.5
2__F_Right_middle_1.BMP,2__F_Right_middle_3.BMP,genuine,31.25
2__F_Right_middle_2.BMP,2__F_Right_middle_3.BMP,genuine,28.57
2__F_Right_ring_1.BMP,2__F_Right_ring_2.BMP,genuine,53.33
2__F_Right_ring_1.BMP,2__F_Right_ring_3.BMP,genuine,100.0
2__F_Right_ring_2.BMP,2__F_Right_ring_3.BMP,genuine,33.33
2__F_Right_thumb_1.BMP,2__F_Right_thumb_2.BMP,genuine,0.0
2__F_Right_thumb_1.BMP,2__F_Right_thumb_3.BMP,genuine,100.0
2__F_Right_thumb_2.BMP,2__F_Right_thumb_3.BMP,genuine,0.0
30__F_Left_index_1.BMP,30__F_Left_index_2.BMP,genuine,82.86
30__F_Left_index_1.BMP,30__F_Left_index_3.BMP,genuine,96.97
30__F_Left_index_2.BMP,30__F_Left_index_3.BMP,genuine,83.33
30__F_Left_little_1.BMP,30__F_Left_little_2.BMP,genuine,24.14
30__F_Left_little_1.BMP,30__F_Left_little_3.BMP,genuine,82.61
30__F_Left_little_2.BMP,30__F_Left_little_3.BMP,genuine,26.67
30__F_Left_middle_1.BMP,30__F_Left_middle_2.BMP,genuine,100.0
30__F_Left_middle_1.BMP,30__F_Left_middle_3.BMP,genuine,100.0
30__F_Left_middle_2.BMP,30__F_Left_middle_3.BMP,genuine,100.0
30__F_Left_ring_1.BMP,30__F_Left_ring_2.BMP,genuine,79.31
30__F_Left_ring_1.BMP,30__F_Left_ring_3.BMP,genuine,46.88
30__F_Left_ring_2.BMP,30__F_Left_ring_3.BMP,genuine,39.39
30__F_Left_thumb_1.BMP,30__F_Left_thumb_2.BMP,genuine,21.74
30__F_Left_thumb_1.BMP,30__F_Left_thumb_3.BMP,genuine,17.39
30__F_Left_thumb_2.BMP,30__F_Left_thumb_3.BMP,genuine,7.69
30__F_Right_index_1.BMP,30__F_Right_index_2.BMP,genuine,58.0
30__F_Right_index_1.BMP,30__F_Right_index_3.BMP,genuine,84.0
30__F_Right_index_2.BMP,30__F_Right_index_3.BMP,genuine,42.0
30__F_Right_little_1.BMP,30__F_Right_little_2.BMP,genuine,46.81
30__F_Right_little_1.BMP,30__F_Right_little_3.BMP,genuine,88.89
30__F_Right_little_2.BMP,30__F_Right_little_3.BMP,genuine,35.42
30__F_Right_middle_1.BMP,30__F_Right_middle_2.BMP,genuine,74.0
30__F_Right_middle_1.BMP,30__F_Right_middle_3.BMP,genuine,74.0
30__F_Right_middle_2.BMP,30__F_Right_middle_3.BMP,genuine,32.0
30__F_Right_ring_1.BMP,30__F_Right_ring_2.BMP,genuine,14.0
30__F_Right_ring_1.BMP,30__F_Right_ring_3.BMP,genuine,96.0
30__F_Right_ring_2.BMP,30__F_Right_ring_3.BMP,genuine,14.0
30__F_Right_thumb_1.BMP,30__F_Right_thumb_2.BMP,genuine,20.0
30__F_Right_thumb_1.BMP,30__F_Right_thumb_3.BMP,genuine,78.0
30__F_Right_thumb_2.BMP,30__F_Right_thumb_3.BMP,genuine,24.0
31__F_Left_index_1.BMP,31__F_Left_index_2.BMP,genuine,54.0
31__F_Left_index_1.BMP,31__F_Left_index_3.BMP,genuine,84.0
31__F_Left_index_2.BMP,31__F_Left_index_3.BMP,genuine,42.0
