a,b,label,score
20__M_Left_middle_1.BMP,20__M_Left_middle_3.BMP,genuine,76.0
20__M_Left_middle_2.BMP,20__M_Left_middle_3.BMP,genuine,64.0
20__M_Left_ring_1.BMP,20__M_Left_ring_2.BMP,genuine,22.0
20__M_Left_ring_1.BMP,20__M_Left_ring_3.BMP,genuine,70.0
20__M_Left_ring_2.BMP,20__M_Left_ring_3.BMP,genuine,26.0
20__M_Left_thumb_1.BMP,20__M_Left_thumb_2.BMP,genuine,28.0
20__M_Left_thumb_1.BMP,20__M_Left_thumb_3.BMP,genuine,80.0
20__M_Left_thumb_2.BMP,20__M_Left_thumb_3.BMP,genuine,34.0
20__M_Right_index_1.BMP,20__M_Right_index_2.BMP,genuine,58.0
20__M_Right_index_1.BMP,20__M_Right_index_3.BMP,genuine,64.0
20__M_Right_index_2.BMP,20__M_Right_index_3.BMP,genuine,54.0
20__M_Right_little_1.BMP,20__M_Right_little_2.BMP,genuine,8.0
20__M_Right_little_1.BMP,20__M_Right_little_3.BMP,genuine,16.0
20__M_Right_little_2.BMP,20__M_Right_little_3.BMP,genuine,58.0
20__M_Right_middle_1.BMP,20__M_Right_middle_2.BMP,genuine,38.0
20__M_Right_middle_1.BMP,20__M_Right_middle_3.BMP,genuine,72.0
20__M_Right_middle_2.BMP,20__M_Right_middle_3.BMP,genuine,46.0
20__M_Right_ring_1.BMP,20__M_Right_ring_2.BMP,genuine,14.0
20__M_Right_ring_1.BMP,20__M_Right_ring_3.BMP,genuine,26.0
20__M_Right_ring_2.BMP,20__M_Right_ring_3.BMP,genuine,22.0
20__M_Right_thumb_1.BMP,20__M_Right_thumb_2.BMP,genuine,20.0
20__M_Right_thumb_1.BMP,20__M_Right_thumb_3.BMP,genuine,24.0
20__M_Right_thumb_2.BMP,20__M_Right_thumb_3.BMP,genuine,20.0
21__M_Left_index_1.BMP,21__M_Left_index_2.BMP,genuine,26.0
21__M_Left_index_1.BMP,21__M_Left_index_3.BMP,genuine,26.0
21__M_Left_index_2.BMP,21__M_Left_index_3.BMP,genuine,14.0
21__M_Left_little_1.BMP,21__M_Left_little_2.BMP,genuine,14.0
21__M_Left_little_1.BMP,21__M_Left_little_3.BMP,genuine,18.0
21__M_Left_little_2.BMP,21__M_Left_little_3.BMP,genuine,12.0
21__M_Left_middle_1.BMP,21__M_Left_middle_2.BMP,genuine,30.0
21__M_Left_middle_1.BMP,21__M_Left_middle_3.BMP,genuine,80.0
21__M_Left_middle_2.BMP,21__M_Left_middle_3.BMP,genuine,34.0
21__M_Left_ring_1.BMP,21__M_Left_ring_2.BMP,genuine,20.0
21__M_Left_ring_1.BMP,21__M_Left_ring_3.BMP,genuine,88.0
21__M_Left_ring_2.BMP,21__M_Left_ring_3.BMP,genuine,20.0
21__M_Left_thumb_1.BMP,21__M_Left_thumb_2.BMP,genuine,24.0
21__M_Left_thumb_1.BMP,21__M_Left_thumb_3.BMP,genuine,12.0
21__M_Left_thumb_2.BMP,21__M_Left_thumb_3.BMP,genuine,14.0
21__M_Right_index_1.BMP,21__M_Right_index_2.BMP,genuine,24.0
21__M_Right_index_1.BMP,21__M_Right_index_3.BMP,genuine,30.0
21__M_Right_index_2.BMP,21__M_Right_index_3.BMP,genuine,12.0
21__M_Right_little_1.BMP,21__M_Right_little_2.BMP,genuine,8.0
21__M_Right_little_1.BMP,21__M_Right_little_3.BMP,genuine,70.0
21__M_Right_little_2.BMP,21__M_Right_little_3.BMP,genuine,8.0
21__M_Right_middle_1.BMP,21__M_Right_middle_2.BMP,genuine,16.0
21__M_Right_middle_1.BMP,21__M_Right_middle_3.BMP,genuine,80.0
21__M_Right_middle_2.BMP,21__M_Right_middle_3.BMP,genuine,10.0
21__M_Right_ring_1.BMP,21__M_Right_ring_2.BMP,genuine,12.0
21__M_Right_ring_1.BMP,21__M_Right_ring_3.BMP,genuine,26.0
21__M_Right_ring_2.BMP,21__M_Right_ring_3.BMP,genuine,66.0
21__M_Right_thumb_1.BMP,21__M_Right_thumb_2.BMP,genuine,12.0
21__M_Right_thumb_1.BMP,21__M_Right_thumb_3.BMP,genuine,82.0
21__M_Right_thumb_2.BMP,21__M_Right_thumb_3.BMP,genuine,8.0
22__M_Left_index_1.BMP,22__M_Left_index_2.BMP,genuine,12.0
22__M_Left_index_1.BMP,22__M_Left_index_3.BMP,genuine,30.0
22__M_Left_index_2.BMP,22__M_Left_index_3.BMP,genuine,12.0
22__M_Left_little_1.BMP,22__M_Left_little_2.BMP,genuine,16.0
22__M_Left_little_1.BMP,22__M_Left_little_3.BMP,genuine,20.0
22__M_Left_little_2.BMP,22__M_Left_little_3.BMP,genuine,40.0
22__M_Left_middle_1.BMP,22__M_Left_middle_2.BMP,genuine,14.0
22__M_Left_middle_1.BMP,22__M_Left_middle_3.BMP,genuine,78.0
22__M_Left_middle_2.BMP,22__M_Left_middle_3.BMP,genuine,16.0
22__M_Left_ring_1.BMP,22__M_Left_ring_2.BMP,genuine,10.0
22__M_Left_ring_1.BMP,22__M_Left_ring_3.BMP,genuine,20.0
22__M_Left_ring_2.BMP,22__M_Left_ring_3.BMP,genuine,12.0
22__M_Left_thumb_1.BMP,22__M_Left_thumb_2.BMP,genuine,34.0
22__M_Left_thumb_1.BMP,22__M_Left_thumb_3.BMP,genuine,6.0
22__M_Left_thumb_2.BMP,22__M_Left_thumb_3.BMP,genuine,18.0
22__M_Right_index_1.BMP,22__M_Right_index_2.BMP,genuine,34.0
22__M_Right_index_1.BMP,22__M_Right_index_3.BMP,genuine,60.0
22__M_Right_index_2.BMP,22__M_Right_index_3.BMP,genuine,66.0
22__M_Right_little_1.BMP,22__M_Right_little_2.BMP,genuine,14.0
22__M_Right_little_1.BMP,22__M_Right_little_3.BMP,genuine,18.0
22__M_Right_little_2.BMP,22__M_Right_little_3.BMP,genuine,14.0
22__M_Right_middle_1.BMP,22__M_Right_middle_2.BMP,genuine,12.0
22__M_Right_middle_1.BMP,22__M_Right_middle_3.BMP,genuine,24.0
22__M_Right_middle_2.BMP,22__M_Right_middle_3.BMP,genuine,12.0
22__M_Right_ring_1.BMP,22__M_Right_ring_2.BMP,genuine,56.0
22__M_Right_ring_1.BMP,22__M_Right_ring_3.BMP,genuine,14.0
22__M_Right_ring_2.BMP,22__M_Right_ring_3.BMP,genuine,14.0
22__M_Right_thumb_1.BMP,22__M_Right_thumb_2.BMP,genuine,24.0
22__M_Right_thumb_1.BMP,22__M_Right_thumb_3.BMP,genuine,22.0
22__M_Right_thumb_2.BMP,22__M_Right_thumb_3.BMP,genuine,16.0
23__M_Left_index_1.BMP,23__M_Left_index_2.BMP,genuine,22.0
23__M_Left_index_1.BMP,23__M_Left_index_3.BMP,genuine,20.0
23__M_Left_index_2.BMP,23__M_Left_index_3.BMP,genuine,16.0
23__M_Left_little_1.BMP,23__M_Left_little_2.BMP,genuine,22.0
23__M_Left_little_1.BMP,23__M_Left_little_3.BMP,genuine,20.0
23__M_Left_little_2.BMP,23__M_Left_little_3.BMP,genuine,12.0
23__M_Left_middle_1.BMP,23__M_Left_middle_2.BMP,genuine,12.0
23__M_Left_middle_1.BMP,23__M_Left_middle_3.BMP,genuine,14.0
23__M_Left_middle_2.BMP,23__M_Left_middle_3.BMP,genuine,10.0
23__M_Left_ring_1.BMP,23__M_Left_ring_2.BMP,genuine,12.0
23__M_Left_ring_1.BMP,23__M_Left_ring_3.BMP,genuine,68.0
23__M_Left_ring_2.BMP,23__M_Left_ring_3.BMP,genuine,10.0
23__M_Left_thumb_1.BMP,23__M_Left_thumb_2.BMP,genuine,36.0
23__M_Left_thumb_1.BMP,23__M_Left_thumb_3.BMP,genuine,8.0
23__M_Left_thumb_2.BMP,23__M_Left_thumb_3.BMP,genuine,16.0
23__M_Right_index_1.BMP,23__M_Right_index_2.BMP,genuine,12.0
23__M_Right_index_1.BMP,23__M_Right_index_3.BMP,genuine,22.0
23__M_Right_index_2.BMP,23__M_Right_index_3.BMP,genuine,46.0
23__M_Right_little_1.BMP,23__M_Right_little_2.BMP,genuine,32.0
23__M_Right_little_1.BMP,23__M_Right_little_3.BMP,genuine,18.0
23__M_Right_little_2.BMP,23__M_Right_little_3.BMP,genuine,14.0
23__M_Right_middle_1.BMP,23__M_Right_middle_2.BMP,genuine,12.0
23__M_Right_middle_1.BMP,23__M_Right_middle_3.BMP,genuine,36.0
23__M_Right_middle_2.BMP,23__M_Right_middle_3.BMP,genuine,24.0
23__M_Right_ring_1.BMP,23__M_Right_ring_2.BMP,genuine,18.0
23__M_Right_ring_1.BMP,23__M_Right_ring_3.BMP,genuine,24.0
23__M_Right_ring_2.BMP,23__M_Right_ring_3.BMP,genuine,14.0
23__M_Right_thumb_1.BMP,23__M_Right_thumb_2.BMP,genuine,68.0
23__M_Right_thumb_1.BMP,23__M_Right_thumb_3.BMP,genuine,80.0
23__M_Right_thumb_2.BMP,23__M_Right_thumb_3.BMP,genuine,30.0
24__F_Left_index_1.BMP,24__F_Left_index_2.BMP,genuine,44.0
24__F_Left_index_1.BMP,24__F_Left_index_3.BMP,genuine,80.0
24__F_Left_index_2.BMP,24__F_Left_index_3.BMP,genuine,42.0
24__F_Left_little_1.BMP,24__F_Left_little_2.BMP,genuine,16.0
24__F_Left_little_1.BMP,24__F_Left_little_3.BMP,genuine,46.0
24__F_Left_little_2.BMP,24__F_Left_little_3.BMP,genuine,16.0
24__F_Left_middle_1.BMP,24__F_Left_middle_2.BMP,genuine,48.0
24__F_Left_middle_1.BMP,24__F_Left_middle_3.BMP,genuine,8.0
24__F_Left_middle_2.BMP,24__F_Left_middle_3.BMP,genuine,8.0
24__F_Left_ring_1.BMP,24__F_Left_ring_2.BMP,genuine,44.0
24__F_Left_ring_1.BMP,24__F_Left_ring_3.BMP,genuine,44.0
24__F_Left_ring_2.BMP,24__F_Left_ring_3.BMP,genuine,28.0
24__F_Left_thumb_1.BMP,24__F_Left_thumb_2.BMP,genuine,34.0
24__F_Left_thumb_1.BMP,24__F_Left_thumb_3.BMP,genuine,42.0
24__F_Left_thumb_2.BMP,24__F_Left_thumb_3.BMP,genuine,28.0
24__F_Right_index_1.BMP,24__F_Right_index_2.BMP,genuine,20.0
24__F_Right_index_1.BMP,24__F_Right_index_3.BMP,genuine,30.0
24__F_Right_index_2.BMP,24__F_Right_index_3.BMP,genuine,30.0
24__F_Right_little_1.BMP,24__F_Right_little_2.BMP,genuine,32.0
24__F_Right_little_1.BMP,24__F_Right_little_3.BMP,genuine,12.0
24__F_Right_little_2.BMP,24__F_Right_little_3.BMP,genuine,10.0
24__F_Right_middle_1.BMP,24__F_Right_middle_2.BMP,genuine,28.0
24__F_Right_middle_1.BMP,24__F_Right_middle_3.BMP,genuine,32.0
24__F_Right_middle_2.BMP,24__F_Right_middle_3.BMP,genuine,30.0
24__F_Right_ring_1.BMP,24__F_Right_ring_2.BMP,genuine,16.0
24__F_Right_ring_1.BMP,24__F_Right_ring_3.BMP,genuine,52.0
24__F_Right_ring_2.BMP,24__F_Right_ring_3.BMP,genuine,24.0
24__F_Right_thumb_1.BMP,24__F_Right_thumb_2.BMP,genuine,16.0
24__F_Right_thumb_1.BMP,24__F_Right_thumb_3.BMP,genuine,32.0
24__F_Right_thumb_2.BMP,24__F_Right_thumb_3.BMP,genuine,28.0
25__F_Left_index_1.BMP,25__F_Left_index_2.BMP,genuine,62.0
25__F_Left_index_1.BMP,25__F_Left_index_3.BMP,genuine,72.0
25__F_Left_index_2.BMP,25__F_Left_index_3.BMP,genuine,64.0
25__F_Left_little_1.BMP,25__F_Left_little_2.BMP,genuine,56.0
25__F_Left_little_1.BMP,25__F_Left_little_3.BMP,genuine,40.0
25__F_Left_little_2.BMP,25__F_Left_little_3.BMP,genuine,48.0
25__F_Left_middle_1.BMP,25__F_Left_middle_2.BMP,genuine,40.0
25__F_Left_middle_1.BMP,25__F_Left_middle_3.BMP,genuine,84.0
25__F_Left_middle_2.BMP,25__F_Left_middle_3.BMP,genuine,34.0
25__F_Left_ring_1.BMP,25__F_Left_ring_2.BMP,genuine,12.0
25__F_Left_ring_1.BMP,25__F_Left_ring_3.BMP,genuine,40.0
25__F_Left_ring_2.BMP,25__F_Left_ring_3.BMP,genuine,20.0
25__F_Left_thumb_1.BMP,25__F_Left_thumb_2.BMP,genuine,36.0
25__F_Left_thumb_1.BMP,25__F_Left_thumb_3.BMP,genuine,30.0
25__F_Left_thumb_2.BMP,25__F_Left_thumb_3.BMP,genuine,18.0
25__F_Right_index_1.BMP,25__F_Right_index_2.BMP,genuine,52.0
25__F_Right_index_1.BMP,25__F_Right_index_3.BMP,genuine,72.0
25__F_Right_index_2.BMP,25__F_Right_index_3.BMP,genuine,48.0
25__F_Right_little_1.BMP,25__F_Right_little_2.BMP,genuine,44.0
25__F_Right_little_1.BMP,25__F_Right_little_3.BMP,genuine,48.0
25__F_Right_little_2.BMP,25__F_Right_little_3.BMP,genuine,32.0
25__F_Right_middle_1.BMP,25__F_Right_middle_2.BMP,genuine,18.0
25__F_Right_middle_1.BMP,25__F_Right_middle_3.BMP,genuine,52.0
25__F_Right_middle_2.BMP,25__F_Right_middle_3.BMP,genuine,38.0
25__F_Right_ring_1.BMP,25__F_Right_ring_2.BMP,genuine,30.0
25__F_Right_ring_1.BMP,25__F_Right_ring_3.BMP,genuine,24.0
25__F_Right_ring_2.BMP,25__F_Right_ring_3.BMP,genuine,36.0
25__F_Right_thumb_1.BMP,25__F_Right_thumb_2.BMP,genuine,18.0
25__F_Right_thumb_1.BMP,25__F_Right_thumb_3.BMP,genuine,26.0
25__F_Right_thumb_2.BMP,25__F_Right_thumb_3.BMP,genuine,24.0
26__M_Left_index_1.BMP,26__M_Left_index_2.BMP,genuine,46.0
26__M_Left_index_1.BMP,26__M_Left_index_3.BMP,genuine,82.0
26__M_Left_index_2.BMP,26__M_Left_index_3.BMP,genuine,44.0
26__M_Left_little_1.BMP,26__M_Left_little_2.BMP,genuine,16.0
26__M_Left_little_1.BMP,26__M_Left_little_3.BMP,genuine,48.0
26__M_Left_little_2.BMP,26__M_Left_little_3.BMP,genuine,26.0
26__M_Left_middle_1.BMP,26__M_Left_middle_2.BMP,genuine,52.0
26__M_Left_middle_1.BMP,26__M_Left_middle_3.BMP,genuine,78.0
26__M_Left_middle_2.BMP,26__M_Left_middle_3.BMP,genuine,36.0
26__M_Left_ring_1.BMP,26__M_Left_ring_2.BMP,genuine,30.0
26__M_Left_ring_1.BMP,26__M_Left_ring_3.BMP,genuine,78.0
26__M_Left_ring_2.BMP,26__M_Left_ring_3.BMP,genuine,34.0
26__M_Left_thumb_1.BMP,26__M_Left_thumb_2.BMP,genuine,12.0
26__M_Left_thumb_1.BMP,26__M_Left_thumb_3.BMP,genuine,72.0
26__M_Left_thumb_2.BMP,26__M_Left_thumb_3.BMP,genuine,18.0
26__M_Right_index_1.BMP,26__M_Right_index_2.BMP,genuine,26.0
26__M_Right_index_1.BMP,26__M_Right_index_3.BMP,genuine,28.0
26__M_Right_index_2.BMP,26__M_Right_index_3.BMP,genuine,76.0
26__M_Right_little_1.BMP,26__M_Right_little_2.BMP,genuine,10.0
26__M_Right_little_1.BMP,26__M_Right_little_3.BMP,genuine,18.0
26__M_Right_little_2.BMP,26__M_Right_little_3.BMP,genuine,22.0
26__M_Right_middle_1.BMP,26__M_Right_middle_2.BMP,genuine,16.0
26__M_Right_middle_1.BMP,26__M_Right_middle_3.BMP,genuine,42.0
26__M_Right_middle_2.BMP,26__M_Right_middle_3.BMP,genuine,24.0
26__M_Right_ring_1.BMP,26__M_Right_ring_2.BMP,genuine,62.0
26__M_Right_ring_1.BMP,26__M_Right_ring_3.BMP,genuine,24.0
26__M_Right_ring_2.BMP,26__M_Right_ring_3.BMP,genuine,30.0
26__M_Right_thumb_1.BMP,26__M_Right_thumb_2.BMP,genuine,18.0
26__M_Right_thumb_1.BMP,26__M_Right_thumb_3.BMP,genuine,40.0
26__M_Right_thumb_2.BMP,26__M_Right_thumb_3.BMP,genuine,28.0
27__M_Left_index_1.BMP,27__M_Left_index_2.BMP,genuine,14.0
27__M_Left_index_1.BMP,27__M_Left_index_3.BMP,genuine,82.0
27__M_Left_index_2.BMP,27__M_Left_index_3.BMP,genuine,12.0
27__M_Left_little_1.BMP,27__M_Left_little_2.BMP,genuine,20.0
27__M_Left_little_1.BMP,27__M_Left_little_3.BMP,genuine,42.0
27__M_Left_little_2.BMP,27__M_Left_little_3.BMP,genuine,28.0
27__M_Left_middle_1.BMP,27__M_Left_middle_2.BMP,genuine,16.0
27__M_Left_middle_1.BMP,27__M_Left_middle_3.BMP,genuine,22.0
27__M_Left_middle_2.BMP,27__M_Left_middle_3.BMP,genuine,16.0
27__M_Left_ring_1.BMP,27__M_Left_ring_2.BMP,genuine,18.0
27__M_Left_ring_1.BMP,27__M_Left_ring_3.BMP,genuine,30.0
27__M_Left_ring_2.BMP,27__M_Left_ring_3.BMP,genuine,46.0
27__M_Left_thumb_1.BMP,27__M_Left_thumb_2.BMP,genuine,20.0
27__M_Left_thumb_1.BMP,27__M_Left_thumb_3.BMP,genuine,42.0
27__M_Left_thumb_2.BMP,27__M_Left_thumb_3.BMP,genuine,62.0
27__M_Right_index_1.BMP,27__M_Right_index_2.BMP,genuine,36.0
27__M_Right_index_1.BMP,27__M_Right_index_3.BMP,genuine,20.0
27__M_Right_index_2.BMP,27__M_Right_index_3.BMP,genuine,14.0
27__M_Right_little_1.BMP,27__M_Right_little_2.BMP,genuine,16.0
27__M_Right_little_1.BMP,27__M_Right_little_3.BMP,genuine,66.0
27__M_Right_little_2.BMP,27__M_Right_little_3.BMP,genuine,38.0
27__M_Right_middle_1.BMP,27__M_Right_middle_2.BMP,genuine,74.0
27__M_Right_middle_1.BMP,27__M_Right_middle_3.BMP,genuine,32.0
27__M_Right_middle_2.BMP,27__M_Right_middle_3.BMP,genuine,34.0
27__M_Right_ring_1.BMP,27__M_Right_ring_2.BMP,genuine,34.0
27__M_Right_ring_1.BMP,27__M_Right_ring_3.BMP,genuine,40.0
27__M_Right_ring_2.BMP,27__M_Right_ring_3.BMP,genuine,36.0
27__M_Right_thumb_1.BMP,27__M_Right_thumb_2.BMP,genuine,48.0
27__M_Right_thumb_1.BMP,27__M_Right_thumb_3.BMP,genuine,52.0
27__M_Right_thumb_2.BMP,27__M_Right_thumb_3.BMP,genuine,24.0
28__M_Left_index_1.BMP,28__M_Left_index_2.BMP,genuine,54.0
28__M_Left_index_1.BMP,28__M_Left_index_3.BMP,genuine,62.0
28__M_Left_index_2.BMP,28__M_Left_index_3.BMP,genuine,36.0
28__M_Left_little_1.BMP,28__M_Left_little_2.BMP,genuine,42.0
28__M_Left_little_1.BMP,28__M_Left_little_3.BMP,genuine,20.0
28__M_Left_little_2.BMP,28__M_Left_little_3.BMP,genuine,14.0
28__M_Left_middle_1.BMP,28__M_Left_middle_2.BMP,genuine,82.0
28__M_Left_middle_1.BMP,28__M_Left_middle_3.BMP,genuine,24.0
28__M_Left_middle_2.BMP,28__M_Left_middle_3.BMP,genuine,22.0
28__M_Left_ring_1.BMP,28__M_Left_ring_2.BMP,genuine,54.0
28__M_Left_ring_1.BMP,28__M_Left_ring_3.BMP,genuine,26.0
28__M_Left_ring_2.BMP,28__M_Left_ring_3.BMP,genuine,12.0
28__M_Left_thumb_1.BMP,28__M_Left_thumb_2.BMP,genuine,60.0
28__M_Left_thumb_1.BMP,28__M_Left_thumb_3.BMP,genuine,68.0
28__M_Left_thumb_2.BMP,28__M_Left_thumb_3.BMP,genuine,66.0
28__M_Right_index_1.BMP,28__M_Right_index_2.BMP,genuine,14.0
28__M_Right_index_1.BMP,28__M_Right_index_3.BMP,genuine,28.0
28__M_Right_index_2.BMP,28__M_Right_index_3.BMP,genuine,26.0
28__M_Right_little_1.BMP,28__M_Right_little_2.BMP,genuine,12.0
28__M_Right_little_1.BMP,28__M_Right_little_3.BMP,genuine,72.0
28__M_Right_little_2.BMP,28__M_Right_little_3.BMP,genuine,14.0
28__M_Right_middle_1.BMP,28__M_Right_middle_2.BMP,genuine,8.0
28__M_Right_middle_1.BMP,28__M_Right_middle_3.BMP,genuine,20.0
28__M_Right_middle_2.BMP,28__M_Right_middle_3.BMP,genuine,18.0
28__M_Right_ring_1.BMP,28__M_Right_ring_2.BMP,genuine,20.0
28__M_Right_ring_1.BMP,28__M_Right_ring_3.BMP,genuine,64.0
28__M_Right_ring_2.BMP,28__M_Right_ring_3.BMP,genuine,20.0
28__M_Right_thumb_1.BMP,28__M_Right_thumb_2.BMP,genuine,64.0
28__M_Right_thumb_1.BMP,28__M_Right_thumb_3.BMP,genuine,14.0
28__M_Right_thumb_2.BMP,28__M_Right_thumb_3.BMP,genuine,18.0
29__F_Left_index_1.BMP,29__F_Left_index_2.BMP,genuine,52.0
29__F_Left_index_1.BMP,29__F_Left_index_3.BMP,genuine,44.0
29__F_Left_index_2.BMP,29__F_Left_index_3.BMP,genuine,20.0
29__F_Left_little_1.BMP,29__F_Left_little_2.BMP,genuine,56.0
29__F_Left_little_1.BMP,29__F_Left_little_3.BMP,genuine,74.0
29__F_Left_little_2.BMP,29__F_Left_little_3.BMP,genuine,62.0
29__F_Left_middle_1.BMP,29__F_Left_middle_2.BMP,genuine,12.0
29__F_Left_middle_1.BMP,29__F_Left_middle_3.BMP,genuine,10.0
29__F_Left_middle_2.BMP,29__F_Left_middle_3.BMP,genuine,62.0
29__F_Left_ring_1.BMP,29__F_Left_ring_2.BMP,genuine,14.0
29__F_Left_ring_1.BMP,29__F_Left_ring_3.BMP,genuine,16.0
29__F_Left_ring_2.BMP,29__F_Left_ring_3.BMP,genuine,38.0
29__F_Left_thumb_1.BMP,29__F_Left_thumb_2.BMP,genuine,36.0
29__F_Left_thumb_1.BMP,29__F_Left_thumb_3.BMP,genuine,28.0
29__F_Left_thumb_2.BMP,29__F_Left_thumb_3.BMP,genuine,26.0
29__F_Right_index_1.BMP,29__F_Right_index_2.BMP,genuine,44.0
29__F_Right_index_1.BMP,29__F_Right_index_3.BMP,genuine,42.0
29__F_Right_index_2.BMP,29__F_Right_index_3.BMP,genuine,24.0
29__F_Right_little_1.BMP,29__F_Right_little_2.BMP,genuine,12.0
29__F_Right_little_1.BMP,29__F_Right_little_3.BMP,genuine,52.0
29__F_Right_little_2.BMP,29__F_Right_little_3.BMP,genuine,10.0
29__F_Right_middle_1.BMP,29__F_Right_middle_2.BMP,genuine,26.0
29__F_Right_middle_1.BMP,29__F_Right_middle_3.BMP,genuine,70.0
29__F_Right_middle_2.BMP,29__F_Right_middle_3.BMP,genuine,18.0
29__F_Right_ring_1.BMP,29__F_Right_ring_2.BMP,genuine,16.0
29__F_Right_ring_1.BMP,29__F_Right_ring_3.BMP,genuine,70.0
29__F_Right_ring_2.BMP,29__F_Right_ring_3.BMP,genuine,16.0
29__F_Right_thumb_1.BMP,29__F_Right_thumb_2.BMP,genuine,26.0
29__F_Right_thumb_1.BMP,29__F_Right_thumb_3.BMP,genuine,40.0
29__F_Right_thumb_2.BMP,29__F_Right_thumb_3.BMP,genuine,36.0
2__F_Left_index_1.BMP,2__F_Left_index_2.BMP,genuine,14.0
2__F_Left_index_1.BMP,2__F_Left_index_3.BMP,genuine,42.0
2__F_Left_index_2.BMP,2__F_Left_index_3.BMP,genuine,20.0
2__F_Left_little_1.BMP,2__F_Left_little_2.BMP,genuine,18.0
2__F_Left_little_1.BMP,2__F_Left_little_3.BMP,genuine,28.0
2__F_Left_little_2.BMP,2__F_Left_little_3.BMP,genuine,44.0
2__F_Left_middle_1.BMP,2__F_Left_middle_2.BMP,genuine,20.0
2__F_Left_middle_1.BMP,2__F_Left_middle_3.BMP,genuine,22.0
2__F_Left_middle_2.BMP,2__F_Left_middle_3.BMP,genuine,14.0
2__F_Left_ring_1.BMP,2__F_Left_ring_2.BMP,genuine,26.0
2__F_Left_ring_1.BMP,2__F_Left_ring_3.BMP,genuine,46.0
2__F_Left_ring_2.BMP,2__F_Left_ring_3.BMP,genuine,30.0
2__F_Left_thumb_1.BMP,2__F_Left_thumb_2.BMP,genuine,16.0
2__F_Left_thumb_1.BMP,2__F_Left_thumb_3.BMP,genuine,28.0
2__F_Left_thumb_2.BMP,2__F_Left_thumb_3.BMP,genuine,54.0
2__F_Right_index_1.BMP,2__F_Right_index_2.BMP,genuine,28.0
2__F_Right_index_1.BMP,2__F_Right_index_3.BMP,genuine,34.0
2__F_Right_index_2.BMP,2__F_Right_index_3.BMP,genuine,20.0
2__F_Right_little_1.BMP,2__F_Right_little_2.BMP,genuine,40.0
2__F_Right_little_1.BMP,2__F_Right_little_3.BMP,genuine,70.0
2__F_Right_little_2.BMP,2__F_Right_little_3.BMP,genuine,12.0
2__F_Right_middle_1.BMP,2__F_Right_middle_2.BMP,genuine,20.0
2__F_Right_middle_1.BMP,2__F_Right_middle_3.BMP,genuine,64.0
2__F_Right_middle_2.BMP,2__F_Right_middle_3.BMP,genuine,16.0
2__F_Right_ring_1.BMP,2__F_Right_ring_2.BMP,genuine,20.0
2__F_Right_ring_1.BMP,2__F_Right_ring_3.BMP,genuine,36.0
2__F_Right_ring_2.BMP,2__F_Right_ring_3.BMP,genuine,50.0
2__F_Right_thumb_1.BMP,2__F_Right_thumb_2.BMP,genuine,14.0
2__F_Right_thumb_1.BMP,2__F_Right_thumb_3.BMP,genuine,38.0
2__F_Right_thumb_2.BMP,2__F_Right_thumb_3.BMP,genuine,24.0
30__F_Left_index_1.BMP,30__F_Left_index_2.BMP,genuine,10.0
30__F_Left_index_1.BMP,30__F_Left_index_3.BMP,genuine,56.0
30__F_Left_index_2.BMP,30__F_Left_index_3.BMP,genuine,16.0
30__F_Left_little_1.BMP,30__F_Left_little_2.BMP,genuine,12.0
30__F_Left_little_1.BMP,30__F_Left_little_3.BMP,genuine,68.0
30__F_Left_little_2.BMP,30__F_Left_little_3.BMP,genuine,12.0
30__F_Left_middle_1.BMP,30__F_Left_middle_2.BMP,genuine,16.0
30__F_Left_middle_1.BMP,30__F_Left_middle_3.BMP,genuine,26.0
30__F_Left_middle_2.BMP,30__F_Left_middle_3.BMP,genuine,34.0
30__F_Left_ring_1.BMP,30__F_Left_ring_2.BMP,genuine,28.0
30__F_Left_ring_1.BMP,30__F_Left_ring_3.BMP,genuine,60.0
30__F_Left_ring_2.BMP,30__F_Left_ring_3.BMP,genuine,20.0
30__F_Left_thumb_1.BMP,30__F_Left_thumb_2.BMP,genuine,30.0
30__F_Left_thumb_1.BMP,30__F_Left_thumb_3.BMP,genuine,12.0
30__F_Left_thumb_2.BMP,30__F_Left_thumb_3.BMP,genuine,12.0
30__F_Right_index_1.BMP,30__F_Right_index_2.BMP,genuine,36.0
30__F_Right_index_1.BMP,30__F_Right_index_3.BMP,genuine,40.0
30__F_Right_index_2.BMP,30__F_Right_index_3.BMP,genuine,44.0
30__F_Right_little_1.BMP,30__F_Right_little_2.BMP,genuine,10.0
30__F_Right_little_1.BMP,30__F_Right_little_3.BMP,genuine,76.0
30__F_Right_little_2.BMP,30__F_Right_little_3.BMP,genuine,12.0
30__F_Right_middle_1.BMP,30__F_Right_middle_2.BMP,genuine,46.0
30__F_Right_middle_1.BMP,30__F_Right_middle_3.BMP,genuine,62.0
30__F_Right_middle_2.BMP,30__F_Right_middle_3.BMP,genuine,40.0
30__F_Right_ring_1.BMP,30__F_Right_ring_2.BMP,genuine,26.0
30__F_Right_ring_1.BMP,30__F_Right_ring_3.BMP,genuine,66.0
30__F_Right_ring_2.BMP,30__F_Right_ring_3.BMP,genuine,24.0
30__F_Right_thumb_1.BMP,30__F_Right_thumb_2.BMP,genuine,12.0
30__F_Right_thumb_1.BMP,30__F_Right_thumb_3.BMP,genuine,66.0
30__F_Right_thumb_2.BMP,30__F_Right_thumb_3.BMP,genuine,10.0
